Estación ∆,Fecha,T. med. (ºC),T. max (ºC),T. min (ºC),Prec. (mm),Presión/ Geopot.,Dir. vi.,Vel. vi. (Km/h),Nub.,Prof. nieve (cm),Insolac. (horas)
YAZD,11/04/2002,18.1,19.4,16.8,0.0,1006.4 Hpa,300º(NW),10,8/8,-,5.7
YAZD,10/04/2002,16.7,26.8,6.6,0.0,1006.2 Hpa,323º(NW),9,7/8,116,-
YAZD,09/04/2002,21.0,27.6,14.4,0.0,1008.0 Hpa,9º(N),10,4/8,-,8.9
YAZD,08/04/2002,21.0,28.6,13.4,0.0,1007.0 Hpa,17º(N),9,2/8,-,9.0
YAZD,07/04/2002,18.3,26.8,9.8,0.0,1007.6 Hpa,169º(S),7,1/8,-,9.7
YAZD,06/04/2002,14.9,22.4,7.4,0.0,1012.6 Hpa,151º(SE),10,0/8,-,11.2
YAZD,05/04/2002,13.0,17.4,8.6,0.0,1011.2 Hpa,281º(W),13,4/8,-,11.7
YAZD,04/04/2002,14.0,18.4,9.6,0.0,1004.0 Hpa,294º(NW),20,4/8,-,7.4
YAZD,03/04/2002,18.2,24.0,12.4,0.0,999.6 Hpa,222º(SW),19,3/8,-,9.7
YAZD,02/04/2002,19.2,23.2,15.2,0.0,1010.6 Hpa,180º(S),12,8/8,-,2.5
YAZD,01/04/2002,16.5,24.0,9.0,0.0,1017.3 Hpa,279º(W),6,3/8,-,-
ZABOL,30/04/2002,27.4,35.4,19.4,0.0,1005.0 Hpa,330º(NW),40,1/8,-,11.1
ZABOL,29/04/2002,32.2,41.4,23.0,0.0,1003.5 Hpa,8º(N),20,3/8,-,10.4
ZABOL,28/04/2002,27.3,34.0,20.6,0.0,1009.7 Hpa,291º(W),11,3/8,-,10.2
ZABOL,27/04/2002,25.3,31.8,18.8,0.0,1012.4 Hpa,317º(NW),22,1/8,-,9.2
ZABOL,26/04/2002,29.8,39.2,20.4,0.0,1006.2 Hpa,316º(NW),32,3/8,-,10.3
ZABOL,25/04/2002,24.7,33.4,16.0,0.0,1007.9 Hpa,89º(E),6,1/8,-,7.8
ZABOL,24/04/2002,22.6,30.2,15.0,0.0,1011.4 Hpa,340º(N),14,0/8,-,11.2
ZABOL,23/04/2002,21.8,29.6,14.0,0.0,1011.1 Hpa,327º(NW),37,0/8,-,12.0
ZABOL,22/04/2002,26.4,35.8,17.0,0.0,1002.5 Hpa,318º(NW),31,1/8,-,11.7
ZABOL,21/04/2002,30.0,37.0,23.0,0.0,1001.7 Hpa,253º(W),20,2/8,-,10.9
ZABOL,20/04/2002,31.2,40.4,22.0,0.0,1002.3 Hpa,189º(S),14,0/8,-,7.0
ZABOL,19/04/2002,30.8,39.0,22.6,0.0,1004.7 Hpa,134º(SE),8,1/8,-,10.8
ZABOL,18/04/2002,28.5,36.8,20.2,0.0,1006.8 Hpa,180º(S),4,0/8,-,11.2
ZABOL,17/04/2002,27.3,34.6,20.0,0.0,1009.6 Hpa,14º(N),12,1/8,-,10.0
ZABOL,16/04/2002,24.6,32.2,17.0,0.0,1009.9 Hpa,345º(N),10,1/8,-,11.0
ZABOL,15/04/2002,21.5,28.4,14.6,0.0,1013.0 Hpa,336º(NW),15,1/8,-,11.2
ZABOL,14/04/2002,17.0,21.4,12.6,3.3,1010.4 Hpa,330º(NW),23,3/8,-,10.9
ZABOL,13/04/2002,24.6,28.8,20.4,0.0,1007.8 Hpa,340º(N),6,7/8,-,4.6
ZABOL,12/04/2002,23.9,30.4,17.4,0.0,1007.4 Hpa,350º(N),16,4/8,-,-
ZABOL,11/04/2002,26.8,35.6,18.0,0.0,1005.3 Hpa,325º(NW),18,4/8,-,0.0
ZABOL,10/04/2002,24.6,29.8,19.4,0.0,1006.6 Hpa,119º(SE),9,0/8,-,3.8
ZABOL,09/04/2002,26.4,34.8,18.0,0.0,1008.7 Hpa,9º(N),5,0/8,-,-
ZABOL,08/04/2002,23.9,32.8,15.0,0.0,1009.7 Hpa,104º(E),11,0/8,-,10.5
ZABOL,04/04/2002,26.0,26.0,26.0,0.0,999.6 Hpa,330º(NW),43,7/8,-,-
ZABOL,03/04/2002,27.0,33.8,20.2,0.0,1001.5 Hpa,14º(N),8,4/8,-,-
ZABOL,02/04/2002,22.3,27.8,16.8,0.0,1013.6 Hpa,119º(SE),2,5/8,-,3.7
ZABOL,01/04/2002,19.8,27.6,12.0,0.0,1018.5 Hpa,300º(NW),13,1/8,-,4.1
ZAHEDAN,30/04/2002,27.1,34.2,20.0,0.0,1001.9 Hpa,332º(NW),14,1/8,-,6.4
ZAHEDAN,29/04/2002,28.0,36.6,19.4,0.0,1001.0 Hpa,221º(SW),16,0/8,-,11.7
ZAHEDAN,28/04/2002,24.9,33.2,16.6,0.0,1007.1 Hpa,120º(SE),9,2/8,-,11.9
ZAHEDAN,27/04/2002,25.4,33.2,17.6,0.0,1008.9 Hpa,320º(NW),17,0/8,-,10.8
ZAHEDAN,26/04/2002,25.8,34.2,17.4,0.0,1004.4 Hpa,287º(W),17,0/8,-,10.4
ZAHEDAN,25/04/2002,22.2,31.2,13.2,0.0,1006.4 Hpa,248º(W),9,1/8,-,11.0
ZAHEDAN,24/04/2002,18.4,25.8,11.0,0.0,1008.9 Hpa,305º(NW),11,0/8,-,11.7
ZAHEDAN,23/04/2002,19.8,25.6,14.0,0.0,1008.2 Hpa,355º(N),15,0/8,-,12.2
ZAHEDAN,22/04/2002,23.0,30.4,15.6,0.0,1000.4 Hpa,224º(SW),33,1/8,-,-
ZAHEDAN,21/04/2002,26.2,30.8,21.6,Ip,1000.1 Hpa,192º(S),37,3/8,-,9.0
ZAHEDAN,20/04/2002,26.9,32.2,21.6,0.0,1002.3 Hpa,197º(S),33,0/8,-,-
ZAHEDAN,19/04/2002,26.3,33.2,19.4,0.0,1003.3 Hpa,198º(S),16,1/8,-,-
ZAHEDAN,18/04/2002,22.6,30.8,14.4,0.0,1005.5 Hpa,98º(E),9,2/8,-,11.6
ZAHEDAN,17/04/2002,21.6,29.2,14.0,0.0,1008.5 Hpa,293º(NW),5,1/8,-,-
ZAHEDAN,16/04/2002,19.7,26.4,13.0,0.0,1008.1 Hpa,96º(E),9,1/8,841,11.3
ZAHEDAN,15/04/2002,17.8,25.0,10.6,0.0,1010.6 Hpa,92º(E),6,1/8,-,11.5
ZAHEDAN,14/04/2002,15.5,22.0,9.0,0.6,1008.8 Hpa,138º(SE),14,4/8,-,-
ZAHEDAN,13/04/2002,18.8,22.4,15.2,0.0,1006.5 Hpa,202º(S),21,6/8,-,-
ZAHEDAN,12/04/2002,23.1,27.0,19.2,0.0,1005.0 Hpa,198º(S),28,7/8,-,0.0
ZAHEDAN,11/04/2002,24.4,30.8,18.0,0.0,1003.7 Hpa,190º(S),18,4/8,-,1.0
ZAHEDAN,10/04/2002,22.4,29.2,15.6,0.0,1004.5 Hpa,180º(S),37,2/8,-,-
ZAHEDAN,09/04/2002,21.7,28.0,15.4,0.0,1007.4 Hpa,144º(SE),9,2/8,-,10.6
ZAHEDAN,08/04/2002,18.7,27.8,9.6,0.0,1008.9 Hpa,176º(S),11,2/8,-,10.1
ZAHEDAN,07/04/2002,16.1,23.8,8.4,0.0,1011.4 Hpa,171º(S),5,0/8,-,11.1
ZAHEDAN,06/04/2002,17.0,22.0,12.0,0.0,1008.3 Hpa,312º(NW),8,2/8,-,11.8
ZAHEDAN,05/04/2002,15.4,21.8,9.0,0.0,1007.3 Hpa,7º(N),20,5/8,-,-
ZAHEDAN,04/04/2002,17.3,28.0,6.6,1.6,999.0 Hpa,211º(SW),41,3/8,-,-
ZAHEDAN,03/04/2002,23.5,29.8,17.2,0.0,999.6 Hpa,194º(S),37,4/8,-,1.6
ZAHEDAN,02/04/2002,18.2,27.4,9.0,0.0,1010.6 Hpa,104º(E),14,5/8,-,-
ZAHEDAN,01/04/2002,17.0,24.0,10.0,0.0,1018.6 Hpa,336º(NW),11,2/8,-,7.9
ZANJAN,30/04/2002,11.4,19.6,3.2,0.0,1010.8 Hpa,267º(W),13,1/8,-,-
ZANJAN,29/04/2002,10.9,18.0,3.8,0.0,1011.0 Hpa,258º(W),11,2/8,-,-
ZANJAN,28/04/2002,17.8,24.6,11.0,0.0,1006.5 Hpa,224º(SW),20,7/8,-,10.5
ZANJAN,27/04/2002,12.6,16.2,9.0,0.0,1012.8 Hpa,237º(SW),11,7/8,-,3.0
ZANJAN,26/04/2002,10.4,16.4,4.4,0.1,1012.8 Hpa,278º(W),8,6/8,-,-
ZANJAN,25/04/2002,12.3,19.0,5.6,0.0,1005.0 Hpa,233º(SW),30,2/8,-,-
ZANJAN,24/04/2002,10.1,15.6,4.6,0.0,1011.2 Hpa,203º(SW),12,6/8,-,10.5
ZANJAN,23/04/2002,8.2,12.0,4.4,0.1,1014.9 Hpa,226º(SW),11,7/8,-,10.2
ZANJAN,22/04/2002,6.7,10.2,3.2,2.4,1014.2 Hpa,330º(NW),1,6/8,-,-
ZANJAN,21/04/2002,7.5,10.2,4.8,0.0,1008.9 Hpa,222º(SW),13,5/8,-,2.8
ZANJAN,20/04/2002,9.9,14.4,5.4,0.0,1008.9 Hpa,229º(SW),9,6/8,-,6.2
ZANJAN,19/04/2002,9.9,13.0,6.8,6.5,1008.0 Hpa,98º(E),6,7/8,-,-
ZANJAN,18/04/2002,12.9,17.6,8.2,0.0,1008.7 Hpa,129º(SE),9,7/8,-,-
ZANJAN,17/04/2002,15.0,20.0,10.0,0.0,1008.5 Hpa,201º(S),10,8/8,-,4.3
ZANJAN,16/04/2002,12.9,15.4,10.4,1.0,1010.4 Hpa,262º(W),17,6/8,-,1.7
ZANJAN,15/04/2002,11.9,17.4,6.4,Ip,1010.7 Hpa,245º(SW),14,5/8,-,-
ZANJAN,14/04/2002,6.5,10.4,2.6,0.5,1012.6 Hpa,157º(SE),5,7/8,-,7.3
ZANJAN,13/04/2002,5.6,10.2,1.0,0.0,1016.9 Hpa,228º(SW),12,3/8,-,-
ZANJAN,12/04/2002,3.0,4.8,1.2,1.0,1008.6 Hpa,225º(SW),14,7/8,-,6.7
ZANJAN,11/04/2002,9.3,13.8,4.8,0.0,1011.6 Hpa,255º(W),9,6/8,-,-
ZANJAN,10/04/2002,11.3,17.4,5.2,0.0,1008.3 Hpa,206º(SW),9,6/8,-,5.3
ZANJAN,09/04/2002,9.9,17.0,2.8,0.0,1011.3 Hpa,207º(SW),14,2/8,-,6.6
ZANJAN,08/04/2002,9.2,16.4,2.0,0.0,1010.6 Hpa,202º(S),19,1/8,-,8.6
ZANJAN,07/04/2002,10.7,14.8,6.6,0.0,1007.4 Hpa,222º(SW),14,4/8,-,11.3
ZANJAN,06/04/2002,8.4,15.0,1.8,0.0,1012.5 Hpa,265º(W),18,3/8,-,-
ZANJAN,05/04/2002,6.1,9.4,2.8,0.8,1013.0 Hpa,357º(N),7,5/8,-,8.3
ZANJAN,04/04/2002,4.1,7.8,0.4,1.0,1007.0 Hpa,282º(W),9,7/8,-,-
ZANJAN,03/04/2002,4.6,8.0,1.2,1.4,1003.4 Hpa,215º(SW),14,7/8,-,1.6
ZANJAN,02/04/2002,7.5,9.2,5.8,15.2,1011.0 Hpa,92º(E),18,7/8,-,2.5
ZANJAN,01/04/2002,9.2,17.2,1.2,2.0,1018.6 Hpa,93º(E),13,6/8,-,-
ABADAN,31/05/2002,33.9,44.0,23.8,0.0,1005.5 Hpa,320º(NW),14,0/8,-,12.5
ABADAN,30/05/2002,32.9,42.2,23.6,0.0,1006.3 Hpa,304º(NW),17,0/8,-,12.6
ABADAN,29/05/2002,35.7,44.8,26.6,0.0,1005.0 Hpa,306º(NW),23,0/8,-,12.6
ABADAN,28/05/2002,36.4,44.6,28.2,0.0,1002.6 Hpa,322º(NW),10,0/8,-,11.8
ABADAN,27/05/2002,36.3,45.0,27.6,0.0,1004.7 Hpa,328º(NW),27,1/8,-,12.0
ABADAN,26/05/2002,35.4,42.8,28.0,0.0,1006.7 Hpa,321º(NW),20,0/8,-,12.0
ABADAN,25/05/2002,36.5,44.2,28.8,0.0,1006.6 Hpa,14º(N),15,1/8,-,11.7
ABADAN,24/05/2002,38.1,43.2,33.0,0.0,1005.3 Hpa,308º(NW),24,5/8,-,-
ABADAN,23/05/2002,34.7,42.0,27.4,0.0,1004.8 Hpa,109º(E),13,3/8,-,6.9
ABADAN,22/05/2002,32.0,40.0,24.0,0.0,1007.1 Hpa,1º(N),12,1/8,-,10.8
ABADAN,21/05/2002,32.0,38.2,25.8,0.0,1006.2 Hpa,327º(NW),30,0/8,-,-
ABADAN,20/05/2002,33.6,38.8,28.4,0.0,1002.9 Hpa,345º(N),22,4/8,-,12.1
ABADAN,19/05/2002,35.0,43.0,27.0,0.0,1003.2 Hpa,318º(NW),15,3/8,-,-
ABADAN,18/05/2002,34.1,41.8,26.4,0.0,1005.3 Hpa,337º(NW),8,0/8,-,10.8
ABADAN,17/05/2002,32.1,39.6,24.6,0.0,1009.1 Hpa,331º(NW),22,0/8,-,11.2
ABADAN,16/05/2002,30.7,36.8,24.6,0.0,1011.4 Hpa,348º(N),27,0/8,-,12.2
ABADAN,15/05/2002,31.3,38.8,23.8,0.0,1008.9 Hpa,216º(SW),19,0/8,-,11.4
ABADAN,14/05/2002,28.8,36.8,20.8,0.0,1008.3 Hpa,256º(W),13,0/8,-,-
ABADAN,13/05/2002,30.0,36.8,23.2,0.0,1008.5 Hpa,310º(NW),21,0/8,-,12.1
ABADAN,12/05/2002,32.1,37.8,26.4,0.0,1004.9 Hpa,46º(NE),20,1/8,-,-
ABADAN,11/05/2002,33.5,39.4,27.6,0.0,1004.9 Hpa,76º(E),11,4/8,-,-
ABADAN,10/05/2002,32.1,39.2,25.0,0.0,1007.5 Hpa,7º(N),20,4/8,-,7.9
ABADAN,09/05/2002,33.1,40.0,26.2,0.0,1005.1 Hpa,107º(E),36,1/8,-,10.7
ABADAN,08/05/2002,30.7,37.8,23.6,0.0,1007.3 Hpa,125º(SE),8,3/8,-,10.7
ABADAN,07/05/2002,30.8,37.6,24.0,0.0,1007.8 Hpa,317º(NW),11,1/8,-,-
ABADAN,06/05/2002,28.9,35.6,22.2,0.0,1007.9 Hpa,44º(NE),6,0/8,-,11.0
ABADAN,05/05/2002,26.3,33.0,19.6,0.0,1008.5 Hpa,320º(NW),10,0/8,-,12.2
ABADAN,04/05/2002,27.8,34.6,21.0,0.0,1007.6 Hpa,301º(NW),23,0/8,-,12.3
ABADAN,03/05/2002,29.9,37.2,22.6,0.0,1003.5 Hpa,107º(E),10,3/8,-,11.3
ABADAN,02/05/2002,29.5,36.0,23.0,0.0,1003.5 Hpa,23º(NE),27,2/8,-,11.1
ABADAN,01/05/2002,29.1,34.6,23.6,0.0,1005.3 Hpa,44º(NE),55,4/8,-,11.4
ABADEH,31/05/2002,21.7,30.8,12.6,0.0,1001.8 Hpa,358º(N),7,1/8,-,-
ABADEH,30/05/2002,22.7,29.4,16.0,0.0,1002.7 Hpa,315º(NW),4,0/8,-,12.5
ABADEH,29/05/2002,21.4,30.0,12.8,0.0,1003.1 Hpa,272º(W),10,0/8,-,12.9
ABADEH,28/05/2002,20.4,28.6,12.2,0.0,1002.9 Hpa,340º(N),1,0/8,-,-
ABADEH,27/05/2002,21.2,29.2,13.2,0.0,1003.0 Hpa,327º(NW),8,0/8,-,13.0
ABADEH,26/05/2002,22.9,29.4,16.4,0.0,1003.4 Hpa,309º(NW),66,1/8,-,12.6
ABADEH,25/05/2002,22.5,29.4,15.6,0.0,1005.7 Hpa,3º(N),42,1/8,-,12.9
ABADEH,24/05/2002,22.3,29.6,15.0,0.0,1006.7 Hpa,280º(W),13,1/8,-,11.5
ABADEH,23/05/2002,19.7,28.4,11.0,0.0,1007.2 Hpa,290º(W),8,1/8,-,-
ABADEH,22/05/2002,18.8,28.6,9.0,0.0,1005.0 Hpa,289º(W),8,0/8,-,11.6
ABADEH,21/05/2002,20.5,28.6,12.4,0.0,1000.5 Hpa,266º(W),17,1/8,-,13.0
ABADEH,20/05/2002,22.6,29.0,16.2,0.0,1000.2 Hpa,294º(NW),12,1/8,-,12.0
ABADEH,19/05/2002,22.3,29.8,14.8,-,1000.1 Hpa,291º(W),9,1/8,-,11.4
ABADEH,18/05/2002,19.6,29.0,10.2,0.0,-,345º(N),5,0/8,-,-
ABADEH,17/05/2002,18.6,28.2,9.0,-,1007.2 Hpa,360º(N),4,0/8,-,-
ABADEH,16/05/2002,20.2,27.4,13.0,0.0,1005.5 Hpa,256º(W),19,0/8,-,-
ABADEH,15/05/2002,17.5,25.4,9.6,0.0,1007.5 Hpa,285º(W),7,0/8,-,-
ABADEH,14/05/2002,15.8,23.0,8.6,0.0,1006.7 Hpa,-,0,0/8,-,-
ABADEH,13/05/2002,15.2,23.6,6.8,0.0,1003.9 Hpa,282º(W),14,0/8,-,12.2
ABADEH,12/05/2002,18.1,25.0,11.2,0.0,1002.2 Hpa,220º(SW),21,2/8,-,-
ABADEH,11/05/2002,19.0,27.8,10.2,0.0,1003.6 Hpa,239º(SW),11,2/8,-,-
ABADEH,10/05/2002,19.0,26.6,11.4,0.0,1008.4 Hpa,240º(SW),15,1/8,-,10.8
ABADEH,09/05/2002,19.5,26.0,13.0,0.0,1008.3 Hpa,255º(W),8,1/8,-,10.7
ABADEH,08/05/2002,16.3,23.8,8.8,0.0,1008.1 Hpa,230º(SW),4,1/8,-,11.4
ABADEH,07/05/2002,15.8,23.0,8.6,0.0,1005.5 Hpa,294º(NW),13,1/8,-,12.3
ABADEH,06/05/2002,14.7,22.0,7.4,0.0,1005.4 Hpa,270º(W),1,0/8,-,11.9
ABADEH,05/05/2002,16.3,24.2,8.4,0.0,1003.4 Hpa,272º(W),6,0/8,-,12.2
ABADEH,04/05/2002,16.0,22.0,10.0,0.0,1002.9 Hpa,224º(SW),22,2/8,-,-
ABADEH,03/05/2002,19.1,22.8,15.4,0.0,1003.1 Hpa,190º(S),26,3/8,-,10.7
ABADEH,02/05/2002,16.1,23.2,9.0,Ip,1003.5 Hpa,211º(SW),21,4/8,-,-
ABADEH,01/05/2002,16.6,23.0,10.2,0.1,1003.8 Hpa,255º(W),5,5/8,-,7.6
ABU MUSA,31/05/2002,32.8,32.8,32.8,0.0,1003.5 Hpa,239º(SW),14,0/8,-,-
ABU MUSA,29/05/2002,31.4,32.8,30.0,0.0,1002.4 Hpa,260º(W),13,0/8,-,-
ABU MUSA,28/05/2002,30.8,30.8,30.8,0.0,999.6 Hpa,199º(S),9,0/8,-,-
ABU MUSA,27/05/2002,31.8,32.4,31.2,0.0,1001.3 Hpa,215º(SW),13,0/8,-,-
ABU MUSA,26/05/2002,31.8,32.8,30.8,0.0,1003.9 Hpa,210º(SW),5,0/8,-,-
ABU MUSA,25/05/2002,31.9,33.0,30.8,0.0,1005.1 Hpa,330º(NW),5,0/8,-,-
ABU MUSA,24/05/2002,32.4,33.8,31.0,0.0,1005.1 Hpa,80º(E),11,0/8,-,-
ABU MUSA,23/05/2002,31.7,33.0,30.4,0.0,1003.9 Hpa,210º(SW),7,0/8,-,-
ABU MUSA,22/05/2002,30.9,31.6,30.2,0.0,1003.4 Hpa,224º(SW),13,0/8,-,-
ABU MUSA,21/05/2002,31.4,32.2,30.6,0.0,1001.7 Hpa,199º(S),18,0/8,-,-
ABU MUSA,20/05/2002,30.3,31.6,29.0,0.0,1001.1 Hpa,230º(SW),4,0/8,-,-
ABU MUSA,18/05/2002,29.0,29.0,29.0,0.0,-,0º(N),-,0/8,-,-
ABU MUSA,17/05/2002,30.6,31.4,29.8,0.0,1004.8 Hpa,239º(SW),4,0/8,-,-
ABU MUSA,16/05/2002,30.8,30.8,30.8,0.0,1005.6 Hpa,250º(W),22,0/8,-,-
ABU MUSA,15/05/2002,29.0,29.0,29.0,0.0,1008.1 Hpa,219º(SW),7,0/8,-,-
ABU MUSA,14/05/2002,30.8,31.4,30.2,0.0,1005.0 Hpa,285º(W),117,2/8,-,-
ABU MUSA,13/05/2002,30.6,31.0,30.2,0.0,1004.1 Hpa,234º(SW),25,0/8,-,-
ABU MUSA,12/05/2002,31.8,31.8,31.8,0.0,1003.4 Hpa,260º(W),11,1/8,-,-
ABU MUSA,11/05/2002,30.3,30.4,30.2,0.0,1007.1 Hpa,265º(W),13,7/8,-,-
ABU MUSA,10/05/2002,31.7,32.4,31.0,0.0,1008.3 Hpa,70º(E),16,4/8,-,-
ABU MUSA,09/05/2002,32.9,35.0,30.8,0.0,1007.1 Hpa,219º(SW),9,2/8,-,-
ABU MUSA,08/05/2002,30.9,31.6,30.2,0.0,1005.4 Hpa,210º(SW),13,0/8,-,-
ABU MUSA,07/05/2002,29.4,29.4,29.4,0.0,1003.8 Hpa,210º(SW),14,0/8,-,-
ABU MUSA,06/05/2002,29.0,29.0,29.0,0.0,1006.6 Hpa,180º(S),11,0/8,-,-
ABU MUSA,05/05/2002,30.3,30.8,29.8,0.0,1005.7 Hpa,275º(W),16,0/8,-,-
ABU MUSA,04/05/2002,32.7,34.4,31.0,0.0,1006.3 Hpa,150º(SE),117,0/8,-,-
ABU MUSA,03/05/2002,33.2,34.0,32.4,0.0,1005.0 Hpa,75º(E),11,0/8,-,-
ABU MUSA,02/05/2002,32.7,34.8,30.6,0.0,1003.6 Hpa,360º(N),5,0/8,-,-
ABU MUSA,01/05/2002,29.2,30.2,28.2,0.0,1003.6 Hpa,230º(SW),110,2/8,-,-
AHAR,31/05/2002,20.4,27.8,13.0,0.0,1003.4 Hpa,232º(SW),15,1/8,-,-
AHAR,30/05/2002,19.3,26.6,12.0,-,1005.2 Hpa,239º(SW),5,0/8,-,13.0
AHAR,29/05/2002,20.1,25.0,15.2,0.0,1003.2 Hpa,0º(N),1,3/8,-,-
AHAR,28/05/2002,20.3,27.0,13.6,0.0,1003.1 Hpa,212º(SW),11,1/8,-,-
AHAR,27/05/2002,18.0,26.0,10.0,0.0,1007.8 Hpa,239º(SW),1,1/8,-,12.4
AHAR,26/05/2002,15.0,22.0,8.0,0.0,1013.8 Hpa,290º(W),4,1/8,-,12.8
AHAR,25/05/2002,12.9,18.2,7.6,0.1,1011.8 Hpa,223º(SW),17,4/8,-,13.2
AHAR,24/05/2002,13.6,16.2,11.0,0.4,1007.8 Hpa,105º(E),5,4/8,-,7.8
AHAR,23/05/2002,17.6,25.6,9.6,0.0,1010.1 Hpa,156º(SE),9,5/8,-,-
AHAR,22/05/2002,11.8,14.6,9.0,0.1,1012.4 Hpa,93º(E),10,7/8,-,11.2
AHAR,21/05/2002,15.1,19.0,11.2,0.0,1010.0 Hpa,105º(E),5,3/8,-,-
AHAR,20/05/2002,15.2,18.6,11.8,2.0,1008.4 Hpa,85º(E),11,4/8,-,10.6
AHAR,19/05/2002,14.9,19.2,10.6,-,1006.3 Hpa,50º(NE),9,5/8,-,9.8
AHAR,18/05/2002,14.7,20.0,9.4,0.0,1017.8 Hpa,90º(E),3,2/8,-,-
AHAR,17/05/2002,10.3,14.8,5.8,0.0,-,90º(E),4,6/8,-,-
AHAR,16/05/2002,7.1,7.8,6.4,0.0,-,86º(E),10,8/8,-,-
AHAR,15/05/2002,8.8,12.6,5.0,0.0,1014.7 Hpa,80º(E),10,8/8,-,-
AHAR,14/05/2002,10.5,15.4,5.6,3.0,1015.5 Hpa,75º(E),3,6/8,-,-
AHAR,13/05/2002,8.6,11.4,5.8,0.1,1020.3 Hpa,90º(E),7,7/8,-,8.7
AHAR,12/05/2002,10.4,15.0,5.8,0.0,1011.0 Hpa,23º(NE),7,5/8,-,2.1
AHAR,11/05/2002,12.3,18.0,6.6,5.0,1012.1 Hpa,237º(SW),11,6/8,-,-
AHAR,10/05/2002,9.2,11.8,6.6,1.0,1014.8 Hpa,106º(E),5,8/8,-,2.7
AHAR,09/05/2002,7.7,8.8,6.6,0.0,-,-,0,8/8,-,-
AHAR,08/05/2002,11.1,16.6,5.6,Ip,1013.9 Hpa,95º(E),6,4/8,-,-
AHAR,07/05/2002,9.8,13.2,6.4,3.5,1014.6 Hpa,79º(E),11,5/8,-,10.1
AHAR,06/05/2002,9.3,11.6,7.0,3.0,1013.7 Hpa,135º(SE),3,7/8,-,-
AHAR,05/05/2002,9.8,13.6,6.0,0.0,1011.3 Hpa,75º(E),4,5/8,-,4.4
AHAR,04/05/2002,6.8,8.0,5.6,0.3,1013.5 Hpa,110º(E),7,7/8,-,-
AHAR,03/05/2002,8.4,11.0,5.8,0.0,1014.9 Hpa,70º(E),4,7/8,-,-
AHAR,02/05/2002,8.8,15.8,1.9,0.0,1013.5 Hpa,75º(E),11,5/8,128,1.5
AHAR,01/05/2002,9.2,12.8,5.6,0.0,1015.2 Hpa,70º(E),5,4/8,-,-
AHWAZ,31/05/2002,34.9,43.4,26.4,0.0,1004.2 Hpa,308º(NW),8,0/8,-,12.7
AHWAZ,30/05/2002,33.3,41.6,25.0,0.0,1005.1 Hpa,282º(W),11,0/8,-,12.8
AHWAZ,29/05/2002,35.8,44.4,27.2,0.0,1003.9 Hpa,296º(NW),14,0/8,-,13.2
AHWAZ,28/05/2002,36.5,44.8,28.2,0.0,1002.2 Hpa,309º(NW),10,0/8,-,12.5
AHWAZ,27/05/2002,34.5,43.8,25.2,0.0,1004.0 Hpa,303º(NW),10,0/8,-,12.2
AHWAZ,26/05/2002,34.8,41.6,28.0,0.0,1005.9 Hpa,295º(NW),12,0/8,-,12.0
AHWAZ,25/05/2002,36.0,44.0,28.0,0.0,1006.4 Hpa,315º(NW),7,0/8,-,12.3
AHWAZ,24/05/2002,36.3,42.8,29.8,0.0,1005.4 Hpa,246º(SW),13,5/8,-,12.3
AHWAZ,23/05/2002,34.3,43.2,25.4,0.0,1005.6 Hpa,116º(SE),6,3/8,-,-
AHWAZ,22/05/2002,31.5,39.4,23.6,0.0,1006.6 Hpa,342º(N),9,0/8,-,11.0
AHWAZ,21/05/2002,33.4,40.4,26.4,0.0,1004.6 Hpa,293º(NW),19,0/8,-,-
AHWAZ,20/05/2002,33.3,38.8,27.8,0.0,1002.3 Hpa,319º(NW),9,5/8,-,11.7
AHWAZ,19/05/2002,36.6,45.2,28.0,0.0,1002.2 Hpa,275º(W),12,3/8,-,-
AHWAZ,18/05/2002,34.4,42.8,26.0,0.0,1004.7 Hpa,352º(N),6,0/8,-,9.2
AHWAZ,17/05/2002,30.9,39.2,22.6,0.0,1008.5 Hpa,330º(NW),5,0/8,-,12.0
AHWAZ,16/05/2002,30.6,37.0,24.2,0.0,1010.6 Hpa,306º(NW),17,1/8,-,12.7
AHWAZ,15/05/2002,31.3,38.6,24.0,0.0,1008.0 Hpa,224º(SW),11,0/8,-,-
AHWAZ,14/05/2002,29.1,36.0,22.2,0.0,1007.7 Hpa,262º(W),5,0/8,-,11.5
AHWAZ,13/05/2002,29.9,35.4,24.4,0.0,1007.8 Hpa,303º(NW),20,0/8,-,12.4
AHWAZ,12/05/2002,32.0,40.2,23.8,0.0,1004.3 Hpa,306º(NW),12,1/8,-,-
AHWAZ,11/05/2002,32.4,39.6,25.2,0.0,1005.1 Hpa,355º(N),8,3/8,-,11.1
AHWAZ,10/05/2002,32.5,39.6,25.4,0.0,1007.6 Hpa,314º(NW),8,4/8,-,8.9
AHWAZ,09/05/2002,33.3,41.2,25.4,0.0,1005.1 Hpa,155º(SE),16,1/8,-,9.8
AHWAZ,08/05/2002,31.9,38.6,25.2,0.0,1006.8 Hpa,26º(NE),5,2/8,-,11.2
AHWAZ,07/05/2002,30.0,37.4,22.6,0.0,1007.3 Hpa,286º(W),13,1/8,-,12.2
AHWAZ,06/05/2002,29.0,36.0,22.0,0.0,1007.2 Hpa,355º(N),3,0/8,-,12.5
AHWAZ,05/05/2002,27.3,33.8,20.8,0.0,1008.3 Hpa,293º(NW),8,0/8,-,12.5
