Station ∆,Date,Ave. T. (ºC),Max. T. (ºC),Min. T. (ºC),Prec. (mm),S.L.Press./ Gheopot.,Wind dir,Wind sp. (Km/h),Cloud c.,Snow depth (cm),Insolat. (hours)
KERMAN,05/07/2011,28.0,38.2,17.8,0.0,994.5 Hpa,66º(NE),7,1/8,-,12.8
KERMAN,04/07/2011,29.2,38.4,20.0,0.0,994.0 Hpa,71º(E),11,1/8,-,11.8
KERMAN,03/07/2011,29.3,38.4,20.2,0.0,993.2 Hpa,85º(E),12,2/8,-,11.6
KERMAN,02/07/2011,30.3,38.2,22.4,0.0,992.7 Hpa,149º(SE),11,2/8,-,10.2
KERMAN,01/07/2011,29.2,39.0,19.4,0.0,992.2 Hpa,67º(NE),11,2/8,-,8.4
KERMANSHAH,31/07/2011,29.0,40.2,17.8,1.0,1000.3 Hpa,210º(SW),3,0/8,-,11.9
KERMANSHAH,30/07/2011,28.6,39.5,17.8,0.0,1001.8 Hpa,5º(N),6,0/8,-,12.0
KERMANSHAH,29/07/2011,30.1,38.5,21.8,0.0,1001.5 Hpa,110º(E),6,0/8,-,12.4
KERMANSHAH,28/07/2011,34.3,40.8,27.8,0.0,998.9 Hpa,83º(E),19,1/8,-,12.0
KERMANSHAH,27/07/2011,31.5,43.2,19.8,0.0,1001.4 Hpa,91º(E),13,1/8,-,11.4
KERMANSHAH,26/07/2011,31.7,42.2,21.2,0.0,1005.4 Hpa,267º(W),4,4/8,-,9.6
KERMANSHAH,25/07/2011,29.4,40.7,18.0,0.0,1001.8 Hpa,235º(SW),13,1/8,-,5.9
KERMANSHAH,24/07/2011,27.4,37.4,17.4,0.0,997.6 Hpa,168º(S),11,0/8,-,9.4
KERMANSHAH,23/07/2011,27.2,37.6,16.8,0.0,996.5 Hpa,156º(SE),11,1/8,-,11.8
KERMANSHAH,22/07/2011,27.5,37.2,17.8,0.0,997.0 Hpa,280º(W),7,2/8,-,11.5
KERMANSHAH,21/07/2011,27.8,37.1,18.4,0.0,997.7 Hpa,342º(N),9,1/8,-,9.4
KERMANSHAH,20/07/2011,27.1,36.5,17.6,0.0,998.2 Hpa,80º(E),11,2/8,-,7.4
KERMANSHAH,19/07/2011,27.5,36.0,19.0,0.0,998.2 Hpa,219º(SW),11,2/8,-,9.6
KERMANSHAH,18/07/2011,26.4,36.3,16.4,0.0,997.4 Hpa,187º(S),10,0/8,-,8.4
KERMANSHAH,17/07/2011,27.1,36.4,17.7,0.0,994.5 Hpa,274º(W),16,0/8,-,0.8
KERMANSHAH,16/07/2011,29.6,42.0,17.2,0.0,995.5 Hpa,258º(W),13,0/8,-,8.6
KERMANSHAH,15/07/2011,29.8,40.9,18.6,0.0,999.3 Hpa,300º(NW),7,0/8,-,11.8
KERMANSHAH,14/07/2011,27.8,40.0,15.6,0.0,1002.0 Hpa,295º(NW),10,0/8,-,12.2
KERMANSHAH,13/07/2011,28.4,38.8,18.0,0.0,1000.9 Hpa,287º(W),9,0/8,-,12.5
KERMANSHAH,12/07/2011,27.6,38.0,17.2,0.0,999.4 Hpa,294º(NW),8,0/8,-,12.2
KERMANSHAH,11/07/2011,30.9,38.1,23.8,0.0,998.2 Hpa,293º(NW),17,1/8,-,11.2
KERMANSHAH,10/07/2011,31.4,42.2,20.5,0.0,997.5 Hpa,267º(W),12,2/8,-,10.6
KERMANSHAH,09/07/2011,31.9,43.6,20.1,0.0,1000.2 Hpa,172º(S),6,2/8,-,9.5
KERMANSHAH,08/07/2011,32.0,42.9,21.2,0.0,1002.4 Hpa,210º(SW),7,3/8,-,6.7
KERMANSHAH,07/07/2011,31.4,42.5,20.2,0.0,999.9 Hpa,280º(W),8,1/8,-,6.9
KERMANSHAH,06/07/2011,27.7,39.5,15.9,0.0,1000.2 Hpa,97º(E),9,0/8,-,6.5
KERMANSHAH,05/07/2011,26.1,37.7,14.6,0.0,999.0 Hpa,328º(NW),11,0/8,-,11.9
KERMANSHAH,04/07/2011,26.4,38.2,14.7,0.0,998.8 Hpa,291º(W),12,0/8,-,11.8
KERMANSHAH,03/07/2011,26.1,37.8,14.5,0.0,998.8 Hpa,301º(NW),11,0/8,-,11.3
KERMANSHAH,02/07/2011,27.1,39.0,15.3,0.0,998.2 Hpa,299º(NW),14,0/8,-,9.6
KERMANSHAH,01/07/2011,26.2,39.2,13.2,0.0,997.6 Hpa,304º(NW),9,0/8,-,11.2
KHARG,31/07/2011,34.7,39.8,29.6,0.0,997.0 Hpa,320º(NW),4,0/8,-,-
KHARG,30/07/2011,34.0,38.4,29.6,0.0,998.4 Hpa,326º(NW),6,0/8,-,-
KHARG,29/07/2011,38.7,44.6,32.8,0.0,998.3 Hpa,317º(NW),9,0/8,-,-
KHARG,28/07/2011,35.9,40.6,31.2,0.0,997.3 Hpa,235º(SW),10,0/8,-,-
KHARG,27/07/2011,36.2,41.2,31.2,0.0,998.0 Hpa,290º(W),14,0/8,-,-
KHARG,26/07/2011,35.5,39.4,31.6,0.0,1000.9 Hpa,325º(NW),4,0/8,-,-
KHARG,25/07/2011,37.3,41.6,33.0,0.0,999.0 Hpa,-,0,1/8,-,-
KHARG,24/07/2011,36.0,39.6,32.4,0.0,995.9 Hpa,322º(NW),17,0/8,-,-
KHARG,23/07/2011,36.8,40.2,33.4,0.0,996.0 Hpa,345º(N),17,0/8,-,-
KHARG,22/07/2011,35.1,40.4,29.8,0.0,995.3 Hpa,306º(NW),9,0/8,-,-
KHARG,21/07/2011,36.2,42.4,30.0,0.0,997.6 Hpa,208º(SW),9,0/8,-,-
KHARG,20/07/2011,38.5,41.0,36.0,0.0,995.1 Hpa,280º(W),9,0/8,-,-
KHARG,19/07/2011,34.9,40.8,29.0,0.0,997.8 Hpa,343º(N),10,0/8,-,-
KHARG,18/07/2011,35.5,40.4,30.6,0.0,996.0 Hpa,310º(NW),7,0/8,-,-
KHARG,17/07/2011,35.2,38.2,32.2,0.0,994.6 Hpa,332º(NW),12,0/8,-,-
KHARG,16/07/2011,36.0,38.6,33.4,0.0,993.6 Hpa,320º(NW),14,0/8,-,-
KHARG,15/07/2011,37.5,44.0,31.0,0.0,995.0 Hpa,259º(W),13,1/8,-,-
KHARG,14/07/2011,33.8,37.6,30.0,0.0,996.5 Hpa,275º(W),8,1/8,-,-
KHARG,13/07/2011,33.6,38.2,29.0,0.0,997.3 Hpa,270º(W),4,0/8,-,-
KHARG,12/07/2011,34.1,38.8,29.4,0.0,997.9 Hpa,256º(W),6,0/8,-,-
KHARG,11/07/2011,35.1,39.8,30.4,0.0,997.2 Hpa,169º(S),16,0/8,-,-
KHARG,10/07/2011,33.9,38.0,29.8,0.0,997.4 Hpa,177º(S),20,0/8,-,-
KHARG,09/07/2011,34.2,38.6,29.8,0.0,997.2 Hpa,315º(NW),8,0/8,-,-
KHARG,08/07/2011,33.4,39.0,27.8,0.0,1000.0 Hpa,273º(W),7,0/8,-,-
KHARG,07/07/2011,33.6,38.8,28.4,0.0,999.4 Hpa,243º(SW),12,0/8,-,-
KHARG,06/07/2011,32.2,35.6,28.8,0.0,999.5 Hpa,305º(NW),9,0/8,-,-
KHARG,05/07/2011,33.1,37.0,29.2,0.0,999.1 Hpa,318º(NW),15,0/8,-,-
KHARG,04/07/2011,32.4,35.4,29.4,0.0,998.5 Hpa,312º(NW),19,0/8,-,-
KHARG,03/07/2011,33.2,36.0,30.4,0.0,997.2 Hpa,324º(NW),24,0/8,-,-
KHARG,02/07/2011,33.2,36.4,30.0,0.0,997.5 Hpa,327º(NW),20,0/8,-,-
KHARG,01/07/2011,32.4,34.6,30.2,0.0,996.8 Hpa,325º(NW),19,0/8,-,-
KHOR,31/07/2011,32.6,39.6,25.6,0.0,1000.0 Hpa,45º(NE),2,0/8,-,12.7
KHOR,30/07/2011,32.1,38.2,26.0,0.0,1002.2 Hpa,12º(N),4,0/8,-,12.6
KHOR,29/07/2011,31.4,36.8,26.0,0.0,1004.4 Hpa,22º(N),5,0/8,-,12.4
KHOR,28/07/2011,31.1,36.6,25.6,0.0,1004.8 Hpa,22º(N),9,0/8,-,12.4
KHOR,27/07/2011,33.1,38.8,27.4,0.0,1004.7 Hpa,26º(NE),10,0/8,-,12.9
KHOR,26/07/2011,33.4,40.4,26.4,0.0,1005.5 Hpa,30º(NE),6,0/8,-,12.6
KHOR,25/07/2011,34.4,40.8,28.0,0.0,1003.2 Hpa,33º(NE),3,0/8,-,12.4
KHOR,24/07/2011,34.4,40.6,28.2,0.0,998.9 Hpa,39º(NE),4,1/8,-,12.2
KHOR,23/07/2011,33.3,40.4,26.2,0.0,996.5 Hpa,50º(NE),3,0/8,-,12.1
KHOR,22/07/2011,32.9,40.0,25.8,0.0,996.5 Hpa,55º(NE),2,1/8,-,11.8
KHOR,21/07/2011,32.5,38.8,26.2,0.0,997.0 Hpa,36º(NE),3,0/8,-,11.8
KHOR,20/07/2011,32.3,39.2,25.4,0.0,996.9 Hpa,41º(NE),5,0/8,-,11.8
KHOR,19/07/2011,31.9,39.4,24.4,0.0,997.9 Hpa,50º(NE),1,0/8,-,12.3
KHOR,18/07/2011,31.8,38.2,25.4,0.0,998.1 Hpa,34º(NE),4,1/8,-,12.3
KHOR,17/07/2011,30.5,36.8,24.2,0.0,998.0 Hpa,23º(NE),3,1/8,-,10.0
KHOR,16/07/2011,29.6,35.6,23.6,0.0,1000.7 Hpa,29º(NE),2,0/8,-,11.4
KHOR,15/07/2011,31.3,36.8,25.8,0.0,1003.1 Hpa,24º(NE),10,0/8,-,12.6
KHOR,14/07/2011,33.8,39.2,28.4,0.0,1002.7 Hpa,25º(NE),10,0/8,-,12.5
KHOR,13/07/2011,33.8,40.6,27.0,0.0,1000.5 Hpa,13º(N),6,0/8,-,11.2
KHOR,12/07/2011,33.6,41.2,26.0,0.0,997.3 Hpa,32º(NE),5,0/8,-,12.0
KHOR,11/07/2011,34.1,40.4,27.8,0.0,997.6 Hpa,40º(NE),2,0/8,-,12.8
KHOR,10/07/2011,32.9,38.2,27.6,0.0,1000.7 Hpa,47º(NE),5,0/8,-,12.3
KHOR,09/07/2011,33.0,38.8,27.2,0.0,1003.6 Hpa,20º(N),11,0/8,-,12.6
KHOR,08/07/2011,36.5,43.0,30.0,0.0,1001.5 Hpa,35º(NE),6,0/8,-,12.8
KHOR,07/07/2011,37.3,44.2,30.4,0.0,998.4 Hpa,100º(E),5,0/8,-,12.5
KHOR,06/07/2011,38.9,45.0,32.8,0.0,995.3 Hpa,110º(E),5,1/8,-,11.7
KHOR,05/07/2011,38.0,45.0,31.0,0.0,993.3 Hpa,107º(E),7,3/8,-,9.8
KHOR,04/07/2011,36.6,43.4,29.8,0.0,994.7 Hpa,64º(NE),2,2/8,-,9.7
KHOR,03/07/2011,35.9,42.6,29.2,0.0,994.5 Hpa,73º(E),3,1/8,-,9.0
KHOR,02/07/2011,36.5,43.6,29.4,0.0,994.2 Hpa,70º(E),4,0/8,-,9.0
KHOR,01/07/2011,36.4,43.8,29.0,0.0,993.1 Hpa,70º(E),3,1/8,-,11.3
KHORRAM ABAD,31/07/2011,31.2,41.4,21.0,0.0,997.9 Hpa,132º(SE),8,0/8,-,12.4
KHORRAM ABAD,30/07/2011,32.1,40.6,23.6,0.0,999.1 Hpa,17º(N),10,0/8,-,12.3
KHORRAM ABAD,29/07/2011,31.0,39.0,23.0,0.0,1000.3 Hpa,119º(SE),11,0/8,-,12.5
KHORRAM ABAD,28/07/2011,34.9,40.8,29.0,0.0,997.9 Hpa,86º(E),19,0/8,-,12.2
KHORRAM ABAD,27/07/2011,35.0,44.0,26.0,0.0,999.3 Hpa,66º(NE),10,2/8,-,12.0
KHORRAM ABAD,26/07/2011,33.4,42.8,24.0,0.0,1002.4 Hpa,130º(SE),7,1/8,-,10.2
KHORRAM ABAD,25/07/2011,29.6,41.2,18.0,0.0,1001.6 Hpa,142º(SE),5,3/8,-,11.6
KHORRAM ABAD,24/07/2011,28.8,39.4,18.2,0.0,997.5 Hpa,221º(SW),6,0/8,-,10.2
KHORRAM ABAD,23/07/2011,27.7,37.8,17.6,0.0,996.4 Hpa,192º(S),8,1/8,-,12.2
KHORRAM ABAD,22/07/2011,28.8,38.4,19.2,0.0,996.5 Hpa,235º(SW),6,1/8,-,12.0
KHORRAM ABAD,21/07/2011,27.3,37.6,17.0,0.0,996.6 Hpa,281º(W),7,1/8,-,11.5
KHORRAM ABAD,20/07/2011,28.6,37.2,20.0,0.0,997.0 Hpa,132º(SE),9,1/8,-,11.5
KHORRAM ABAD,19/07/2011,26.6,36.2,17.0,0.0,998.7 Hpa,245º(SW),9,0/8,-,11.3
KHORRAM ABAD,18/07/2011,28.3,37.6,19.0,0.0,995.9 Hpa,190º(S),8,0/8,-,11.1
KHORRAM ABAD,17/07/2011,29.3,40.0,18.6,0.0,992.8 Hpa,233º(SW),9,0/8,-,11.0
KHORRAM ABAD,16/07/2011,31.4,42.6,20.2,0.0,993.5 Hpa,167º(S),4,1/8,-,11.5
KHORRAM ABAD,15/07/2011,31.3,42.0,20.6,0.0,997.3 Hpa,248º(W),8,0/8,-,12.0
KHORRAM ABAD,14/07/2011,30.6,41.6,19.6,0.0,1000.2 Hpa,276º(W),6,0/8,-,12.1
KHORRAM ABAD,13/07/2011,28.4,39.8,17.0,0.0,1000.1 Hpa,304º(NW),7,0/8,-,12.0
KHORRAM ABAD,12/07/2011,29.0,38.8,19.2,0.0,998.4 Hpa,267º(W),6,0/8,-,12.0
KHORRAM ABAD,11/07/2011,29.8,40.0,19.6,0.0,997.3 Hpa,263º(W),7,1/8,-,11.8
KHORRAM ABAD,10/07/2011,28.8,33.6,24.0,0.0,998.0 Hpa,130º(SE),17,0/8,-,11.4
KHORRAM ABAD,09/07/2011,33.6,44.4,22.8,0.0,999.2 Hpa,90º(E),8,1/8,-,12.1
KHORRAM ABAD,08/07/2011,32.8,43.8,21.8,0.0,1001.3 Hpa,162º(S),8,2/8,-,9.1
KHORRAM ABAD,07/07/2011,30.8,41.4,20.2,0.0,999.8 Hpa,240º(SW),9,0/8,-,8.5
KHORRAM ABAD,06/07/2011,27.5,39.0,16.0,0.0,999.9 Hpa,277º(W),7,0/8,-,11.0
KHORRAM ABAD,05/07/2011,27.3,38.0,16.6,0.0,998.5 Hpa,244º(SW),3,0/8,-,11.6
KHORRAM ABAD,04/07/2011,28.4,39.4,17.4,0.0,997.4 Hpa,213º(SW),9,0/8,-,11.5
KHORRAM ABAD,03/07/2011,29.0,40.0,18.0,0.0,996.8 Hpa,216º(SW),9,0/8,-,11.3
KHORRAM ABAD,02/07/2011,29.6,39.6,19.6,0.0,996.4 Hpa,279º(W),7,1/8,-,11.1
KHORRAM ABAD,01/07/2011,29.1,40.0,18.2,0.0,995.8 Hpa,253º(W),7,0/8,-,10.0
KHOY,31/07/2011,31.1,40.0,22.2,0.0,998.5 Hpa,349º(N),3,2/8,-,10.7
KHOY,30/07/2011,29.3,38.6,20.0,0.0,1001.3 Hpa,255º(W),2,1/8,-,10.5
KHOY,29/07/2011,28.0,36.6,19.4,0.0,1004.4 Hpa,350º(N),2,0/8,-,12.4
KHOY,28/07/2011,28.9,36.8,21.0,0.0,1005.7 Hpa,330º(NW),2,0/8,-,12.4
KHOY,27/07/2011,28.1,36.6,19.6,0.0,1006.6 Hpa,85º(E),11,0/8,-,12.4
KHOY,26/07/2011,28.0,36.0,20.0,0.0,1008.0 Hpa,346º(N),5,0/8,-,12.5
KHOY,25/07/2011,23.9,31.8,16.0,0.0,1006.8 Hpa,3º(N),4,1/8,-,12.0
KHOY,24/07/2011,24.8,32.8,16.8,4.1,1003.8 Hpa,285º(W),5,3/8,-,11.8
KHOY,23/07/2011,25.1,33.4,16.8,0.1,1000.7 Hpa,346º(N),13,3/8,-,9.8
KHOY,22/07/2011,25.1,33.0,17.2,0.0,1002.2 Hpa,336º(NW),9,3/8,-,10.6
KHOY,21/07/2011,23.3,31.2,15.4,0.6,1000.9 Hpa,49º(NE),5,4/8,-,8.6
KHOY,20/07/2011,25.0,31.0,19.0,4.0,1001.6 Hpa,12º(N),9,4/8,-,7.6
KHOY,19/07/2011,25.7,33.6,17.8,0.0,999.7 Hpa,60º(NE),7,2/8,-,6.0
KHOY,18/07/2011,26.4,33.8,19.0,0.0,999.4 Hpa,356º(N),10,1/8,-,8.9
KHOY,17/07/2011,24.1,31.6,16.6,0.0,998.6 Hpa,44º(NE),10,1/8,-,11.8
KHOY,16/07/2011,27.8,35.6,20.0,1.0,998.2 Hpa,6º(N),15,2/8,-,12.4
KHOY,15/07/2011,27.4,35.0,19.8,0.0,1002.2 Hpa,74º(E),7,1/8,-,11.3
KHOY,14/07/2011,26.6,35.0,18.2,0.0,1005.1 Hpa,358º(N),9,1/8,-,11.7
KHOY,13/07/2011,26.3,34.0,18.6,0.0,1003.8 Hpa,349º(N),6,1/8,-,12.3
KHOY,12/07/2011,25.3,32.6,18.0,0.0,1003.3 Hpa,12º(N),9,2/8,-,12.0
KHOY,11/07/2011,27.2,33.0,21.4,5.8,1001.0 Hpa,353º(N),12,3/8,-,9.8
KHOY,10/07/2011,28.7,36.0,21.4,0.0,999.6 Hpa,34º(NE),12,1/8,-,9.6
KHOY,09/07/2011,29.6,37.8,21.4,0.0,1002.3 Hpa,345º(N),6,2/8,-,11.5
KHOY,08/07/2011,30.4,41.2,19.6,0.0,1002.1 Hpa,3º(N),4,1/8,-,8.3
KHOY,07/07/2011,28.2,37.6,18.8,0.0,1002.0 Hpa,325º(NW),3,0/8,-,11.8
KHOY,06/07/2011,28.1,35.4,20.8,0.0,1002.2 Hpa,5º(N),5,0/8,-,12.0
KHOY,05/07/2011,27.0,34.8,19.2,0.0,999.2 Hpa,5º(N),9,2/8,-,12.0
KHOY,04/07/2011,26.0,34.4,17.6,0.0,999.6 Hpa,50º(NE),3,1/8,-,12.0
KHOY,03/07/2011,25.5,32.6,18.4,0.0,999.3 Hpa,45º(NE),14,1/8,-,12.3
KHOY,02/07/2011,26.6,34.8,18.4,0.0,998.2 Hpa,240º(SW),3,0/8,-,11.5
KHOY,01/07/2011,26.5,34.0,19.0,0.0,997.7 Hpa,43º(NE),10,0/8,-,12.5
KISH ISLAND,31/07/2011,34.0,37.4,30.6,0.0,996.7 Hpa,237º(SW),11,0/8,-,11.1
KISH ISLAND,30/07/2011,34.8,38.2,31.4,0.0,998.1 Hpa,194º(S),11,0/8,-,11.3
KISH ISLAND,29/07/2011,34.7,39.4,30.0,0.0,997.9 Hpa,91º(E),14,0/8,-,10.7
KISH ISLAND,28/07/2011,34.7,38.6,30.8,0.0,997.2 Hpa,116º(SE),11,0/8,-,10.6
KISH ISLAND,27/07/2011,34.2,37.4,31.0,0.0,998.6 Hpa,110º(E),14,1/8,-,9.2
KISH ISLAND,26/07/2011,35.4,39.0,31.8,0.0,998.7 Hpa,248º(W),16,1/8,-,10.6
KISH ISLAND,25/07/2011,36.3,40.6,32.0,0.0,998.2 Hpa,142º(SE),15,0/8,-,10.0
KISH ISLAND,24/07/2011,33.4,38.2,28.6,0.0,995.2 Hpa,215º(SW),7,0/8,-,10.7
KISH ISLAND,23/07/2011,34.0,38.2,29.8,0.0,994.3 Hpa,134º(SE),10,1/8,-,9.5
KISH ISLAND,22/07/2011,34.8,39.0,30.6,0.0,994.7 Hpa,268º(W),15,0/8,-,9.4
KISH ISLAND,21/07/2011,35.9,41.0,30.8,0.0,994.4 Hpa,284º(W),18,0/8,-,10.1
KISH ISLAND,20/07/2011,33.6,37.0,30.2,0.0,995.3 Hpa,270º(W),16,0/8,-,10.6
KISH ISLAND,19/07/2011,34.7,40.2,29.2,0.0,996.7 Hpa,211º(SW),12,0/8,-,10.2
KISH ISLAND,18/07/2011,34.6,39.6,29.6,0.0,995.1 Hpa,81º(E),11,0/8,-,10.4
KISH ISLAND,17/07/2011,37.4,44.2,30.6,0.0,993.8 Hpa,248º(W),11,0/8,-,9.4
KISH ISLAND,16/07/2011,36.0,40.6,31.4,0.0,993.2 Hpa,316º(NW),14,0/8,-,9.3
KISH ISLAND,15/07/2011,33.9,37.0,30.8,0.0,994.0 Hpa,249º(W),14,0/8,-,8.8
KISH ISLAND,14/07/2011,34.2,37.4,31.0,0.0,996.1 Hpa,276º(W),16,1/8,-,9.3
KISH ISLAND,13/07/2011,34.0,37.6,30.4,0.0,997.4 Hpa,241º(SW),11,1/8,-,7.4
KISH ISLAND,12/07/2011,35.3,38.6,32.0,0.0,997.4 Hpa,181º(S),11,1/8,-,8.6
KISH ISLAND,11/07/2011,35.4,39.0,31.8,0.0,997.9 Hpa,100º(E),12,1/8,-,9.0
KISH ISLAND,10/07/2011,34.5,37.8,31.2,0.0,997.7 Hpa,110º(E),14,0/8,-,10.4
KISH ISLAND,09/07/2011,33.3,36.6,30.0,0.0,998.7 Hpa,113º(SE),8,0/8,-,9.6
KISH ISLAND,08/07/2011,33.8,36.6,31.0,0.0,999.5 Hpa,205º(SW),14,2/8,-,9.5
KISH ISLAND,07/07/2011,34.0,37.6,30.4,0.0,999.2 Hpa,162º(S),16,0/8,-,7.0
KISH ISLAND,06/07/2011,33.2,35.8,30.6,0.0,999.5 Hpa,187º(S),17,1/8,-,9.4
KISH ISLAND,05/07/2011,32.3,35.6,29.0,0.0,998.4 Hpa,146º(SE),9,1/8,-,5.3
KISH ISLAND,04/07/2011,32.4,36.0,28.8,0.0,997.1 Hpa,207º(SW),10,1/8,-,9.0
KISH ISLAND,03/07/2011,33.8,39.6,28.0,0.0,996.3 Hpa,235º(SW),9,1/8,-,5.9
KISH ISLAND,02/07/2011,31.1,34.0,28.2,0.0,996.5 Hpa,243º(SW),9,0/8,-,8.0
KISH ISLAND,01/07/2011,30.8,34.6,27.0,0.0,996.4 Hpa,212º(SW),10,0/8,-,5.0
KONARAK,31/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,30/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,29/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,28/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,27/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,26/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,25/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,24/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,23/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,22/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,21/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,20/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,19/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,18/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,17/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,16/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,15/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,14/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,13/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,12/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,11/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,10/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,09/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,08/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,07/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,06/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,05/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,04/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,03/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,02/07/2011,-,-,-,-,-,-,-,-,-,-
KONARAK,01/07/2011,-,-,-,-,-,-,-,-,-,-
MAKKO,31/07/2011,30.3,37.0,23.6,0.0,998.9 Hpa,153º(SE),6,3/8,-,11.1
MAKKO,30/07/2011,27.9,35.4,20.4,0.0,1002.0 Hpa,173º(S),5,2/8,-,5.5
MAKKO,29/07/2011,26.3,33.6,19.0,0.0,1005.9 Hpa,135º(SE),5,0/8,-,10.0
MAKKO,28/07/2011,26.8,33.6,20.0,0.0,1006.3 Hpa,105º(E),6,0/8,-,12.2
MAKKO,27/07/2011,27.7,35.0,20.4,0.0,1007.2 Hpa,146º(SE),5,0/8,-,12.3
MAKKO,26/07/2011,24.7,32.4,17.0,0.0,1009.2 Hpa,133º(SE),7,0/8,-,12.2
MAKKO,25/07/2011,21.7,29.0,14.4,0.0,1007.6 Hpa,121º(SE),6,2/8,-,12.1
MAKKO,24/07/2011,20.9,27.0,14.8,3.0,1004.8 Hpa,95º(E),7,5/8,-,12.1
MAKKO,23/07/2011,22.1,28.0,16.2,0.0,1002.2 Hpa,50º(NE),11,3/8,-,6.5
MAKKO,22/07/2011,22.6,29.2,16.0,0.0,1002.0 Hpa,221º(SW),9,4/8,-,7.2
MAKKO,21/07/2011,21.0,26.0,16.0,Tr,1002.4 Hpa,299º(NW),7,4/8,-,7.0
MAKKO,20/07/2011,20.9,25.8,16.0,1.8,1003.3 Hpa,300º(NW),8,6/8,-,7.3
MAKKO,19/07/2011,22.5,28.0,17.0,11.0,1001.4 Hpa,165º(S),10,4/8,-,4.8
MAKKO,18/07/2011,22.7,28.6,16.8,0.0,1001.0 Hpa,103º(E),9,2/8,-,5.3
MAKKO,17/07/2011,20.9,26.8,15.0,0.0,1001.3 Hpa,135º(SE),4,4/8,-,11.5
MAKKO,16/07/2011,25.0,30.0,20.0,35.0,1001.0 Hpa,152º(SE),10,4/8,-,11.3
MAKKO,15/07/2011,25.6,31.5,19.8,0.1,1003.2 Hpa,119º(SE),16,3/8,-,6.2
MAKKO,14/07/2011,24.8,31.6,18.0,0.0,1005.9 Hpa,127º(SE),9,1/8,-,9.4
MAKKO,13/07/2011,24.0,30.4,17.6,0.0,1005.0 Hpa,112º(E),9,2/8,-,11.7
MAKKO,12/07/2011,24.0,29.0,19.0,0.3,1003.7 Hpa,135º(SE),8,5/8,-,11.8
MAKKO,11/07/2011,23.9,29.0,18.8,0.1,1001.7 Hpa,129º(SE),7,3/8,-,7.1
MAKKO,10/07/2011,26.2,31.6,20.8,Tr,1001.9 Hpa,49º(NE),6,2/8,-,7.1
MAKKO,09/07/2011,27.3,32.0,22.6,4.0,1004.5 Hpa,139º(SE),6,6/8,-,10.0
MAKKO,08/07/2011,27.8,35.6,20.0,Tr,1003.4 Hpa,110º(E),7,2/8,-,5.2
MAKKO,07/07/2011,26.2,34.0,18.4,0.0,1002.7 Hpa,129º(SE),9,0/8,-,9.4
MAKKO,06/07/2011,24.5,31.4,17.6,0.0,1003.6 Hpa,105º(E),6,0/8,-,12.0
MAKKO,05/07/2011,24.3,30.4,18.2,0.0,1000.8 Hpa,113º(SE),7,2/8,-,12.3
MAKKO,04/07/2011,23.9,30.6,17.2,0.0,1000.1 Hpa,120º(SE),9,1/8,-,11.7
MAKKO,03/07/2011,23.8,30.5,17.0,0.0,999.9 Hpa,61º(NE),10,1/8,-,11.7
MAKKO,02/07/2011,25.0,31.0,19.0,Tr,998.5 Hpa,119º(SE),8,2/8,-,10.5
MAKKO,01/07/2011,24.6,32.0,17.2,0.0,999.3 Hpa,116º(SE),11,1/8,-,11.4
MARAGHEH,31/07/2011,29.9,37.8,22.0,0.0,999.9 Hpa,125º(SE),13,1/8,-,12.2
MARAGHEH,30/07/2011,28.1,34.8,21.4,0.0,1002.9 Hpa,52º(NE),13,0/8,-,12.2
MARAGHEH,29/07/2011,27.3,34.4,20.2,0.0,1005.1 Hpa,125º(SE),18,0/8,-,12.3
MARAGHEH,28/07/2011,29.9,35.6,24.2,0.0,1004.1 Hpa,98º(E),25,0/8,-,13.0
