Station ∆,Date,Ave. T. (ºC),Max. T. (ºC),Min. T. (ºC),Prec. (mm),S.L.Press./ Gheopot.,Wind dir,Wind sp. (Km/h),Cloud c.,Snow depth (cm),Insolat. (hours)
SARAVAN,17/01/2011,11.8,19.3,4.4,0.0,1017.1 Hpa,355º(N),12,3/8,-,5.5
SARAVAN,16/01/2011,11.1,21.8,0.3,0.0,1018.8 Hpa,244º(SW),11,3/8,-,4.8
SARAVAN,15/01/2011,6.3,14.5,-1.8,0.0,1024.1 Hpa,51º(NE),13,2/8,-,8.6
SARAVAN,14/01/2011,5.8,9.9,1.7,0.0,1023.7 Hpa,33º(NE),19,1/8,-,9.1
SARAVAN,13/01/2011,8.5,14.4,2.6,0.0,1018.7 Hpa,3º(N),13,0/8,-,10.0
SARAVAN,12/01/2011,10.8,19.2,2.3,0.0,1015.6 Hpa,294º(NW),12,1/8,-,9.8
SARAVAN,11/01/2011,12.2,19.5,4.8,0.0,1016.7 Hpa,339º(N),8,3/8,-,9.9
SARAVAN,10/01/2011,12.0,22.8,1.2,0.0,1017.7 Hpa,259º(W),9,2/8,-,7.2
SARAVAN,09/01/2011,10.4,18.8,2.1,0.0,1021.8 Hpa,7º(N),7,0/8,-,9.0
SARAVAN,08/01/2011,11.2,16.5,6.0,0.0,1020.7 Hpa,359º(N),14,0/8,-,9.9
SARAVAN,07/01/2011,11.4,19.1,3.7,0.0,1020.3 Hpa,1º(N),18,0/8,-,9.8
SARAVAN,06/01/2011,11.7,22.6,0.7,0.0,1019.8 Hpa,31º(NE),7,3/8,-,9.7
SARAVAN,05/01/2011,10.8,21.6,-0.1,0.0,1020.8 Hpa,304º(NW),8,0/8,-,9.4
SARAVAN,04/01/2011,9.6,18.9,0.2,0.0,1021.6 Hpa,3º(N),20,1/8,-,9.8
SARAVAN,03/01/2011,10.5,21.5,-0.5,0.0,1018.9 Hpa,24º(NE),7,1/8,-,9.7
SARAVAN,02/01/2011,10.1,22.0,-1.9,0.0,1018.7 Hpa,320º(NW),6,0/8,-,9.9
SARAVAN,01/01/2011,10.2,22.4,-1.9,0.0,1019.5 Hpa,316º(NW),7,0/8,-,9.9
SEMNAN,31/01/2011,9.7,14.8,4.6,0.2,1009.9 Hpa,300º(NW),7,7/8,-,1.1
SEMNAN,30/01/2011,9.1,12.8,5.4,0.6,1013.5 Hpa,9º(N),4,4/8,-,2.8
SEMNAN,29/01/2011,6.1,11.4,0.8,0.0,1015.9 Hpa,341º(N),4,5/8,-,5.2
SEMNAN,28/01/2011,6.6,12.4,0.8,0.0,1019.1 Hpa,51º(NE),4,2/8,-,5.4
SEMNAN,27/01/2011,7.0,12.0,2.0,0.0,1018.9 Hpa,272º(W),5,4/8,-,5.7
SEMNAN,26/01/2011,5.5,12.0,-1.0,Tr,1019.8 Hpa,8º(N),4,5/8,-,5.8
SEMNAN,25/01/2011,3.5,9.0,-2.0,0.0,1023.3 Hpa,330º(NW),2,3/8,-,5.5
SEMNAN,24/01/2011,2.8,7.4,-1.8,0.0,1025.4 Hpa,347º(N),3,0/8,-,5.1
SEMNAN,23/01/2011,3.2,8.0,-1.6,0.0,1026.9 Hpa,206º(SW),3,2/8,-,8.2
SEMNAN,22/01/2011,3.0,8.0,-2.0,0.0,1026.7 Hpa,12º(N),3,0/8,-,7.9
SEMNAN,21/01/2011,3.0,7.4,-1.3,0.0,1025.5 Hpa,240º(SW),2,1/8,-,8.7
SEMNAN,20/01/2011,2.3,6.8,-2.2,0.0,1022.1 Hpa,129º(SE),3,3/8,-,8.7
SEMNAN,19/01/2011,3.0,6.4,-0.4,0.0,1019.5 Hpa,210º(SW),4,5/8,-,8.7
SEMNAN,18/01/2011,2.9,6.6,-0.8,0.0,1023.0 Hpa,297º(NW),4,4/8,-,3.0
SEMNAN,17/01/2011,0.8,5.2,-3.6,0.0,1024.7 Hpa,313º(NW),1,3/8,-,5.3
SEMNAN,16/01/2011,1.1,2.4,-0.2,8.0,1018.1 Hpa,33º(NE),3,7/8,10,6.6
SEMNAN,15/01/2011,1.0,6.0,-4.0,3.0,1020.7 Hpa,54º(NE),2,6/8,-,0.0
SEMNAN,14/01/2011,0.3,5.6,-5.0,0.0,1025.0 Hpa,29º(NE),3,1/8,-,2.8
SEMNAN,13/01/2011,0.1,4.4,-4.2,0.0,1026.1 Hpa,342º(N),1,1/8,-,7.7
SEMNAN,12/01/2011,2.1,6.8,-2.6,0.0,1023.4 Hpa,165º(S),5,4/8,-,7.9
SEMNAN,11/01/2011,2.0,6.0,-2.0,0.0,1024.1 Hpa,105º(E),3,5/8,-,6.5
SEMNAN,10/01/2011,3.9,5.8,2.0,4.0,1018.4 Hpa,159º(S),3,6/8,-,1.9
SEMNAN,09/01/2011,6.3,10.2,2.4,5.0,1020.4 Hpa,16º(N),6,7/8,-,0.7
SEMNAN,08/01/2011,7.3,12.4,2.2,0.0,1023.5 Hpa,318º(NW),5,3/8,-,0.0
SEMNAN,07/01/2011,6.3,12.6,0.0,0.0,1025.9 Hpa,290º(W),4,2/8,-,5.8
SEMNAN,06/01/2011,6.9,12.8,1.0,0.0,1021.8 Hpa,344º(N),3,2/8,-,8.4
SEMNAN,05/01/2011,6.2,10.4,2.0,0.2,1018.8 Hpa,356º(N),2,6/8,-,7.7
SEMNAN,04/01/2011,4.8,10.6,-1.0,1.0,1021.6 Hpa,329º(NW),3,3/8,-,4.7
SEMNAN,03/01/2011,6.3,12.2,0.4,0.0,1021.2 Hpa,313º(NW),4,0/8,-,7.7
SEMNAN,02/01/2011,6.2,12.8,-0.4,0.0,1018.5 Hpa,126º(SE),3,1/8,-,8.9
SEMNAN,01/01/2011,6.0,12.0,0.0,0.0,1017.1 Hpa,322º(NW),3,2/8,-,8.7
SHAHRE-KORD,31/01/2011,4.4,8.4,0.4,14.5,-,225º(SW),22,6/8,-,1.9
SHAHRE-KORD,30/01/2011,5.5,9.8,1.2,0.0,1014.1 Hpa,273º(W),10,5/8,-,3.4
SHAHRE-KORD,29/01/2011,1.7,8.2,-4.8,0.0,1018.9 Hpa,212º(SW),5,4/8,-,5.0
SHAHRE-KORD,28/01/2011,3.2,9.0,-2.6,0.0,1021.2 Hpa,325º(NW),7,1/8,-,7.1
SHAHRE-KORD,27/01/2011,2.9,5.8,0.0,0.8,1020.3 Hpa,325º(NW),4,5/8,-,9.0
SHAHRE-KORD,26/01/2011,-0.1,10.0,-10.2,12.0,1017.5 Hpa,182º(S),9,6/8,-,1.8
SHAHRE-KORD,25/01/2011,-0.8,8.8,-10.4,0.0,1025.5 Hpa,229º(SW),4,2/8,-,2.7
SHAHRE-KORD,24/01/2011,-2.2,7.0,-11.4,0.0,1029.3 Hpa,325º(NW),3,0/8,-,8.0
SHAHRE-KORD,23/01/2011,-3.2,5.0,-11.4,0.0,1028.8 Hpa,340º(N),1,0/8,-,9.6
SHAHRE-KORD,22/01/2011,-3.6,4.6,-11.8,0.0,1028.1 Hpa,325º(NW),3,0/8,2,9.5
SHAHRE-KORD,21/01/2011,-3.2,4.4,-10.8,0.0,1027.1 Hpa,313º(NW),6,0/8,4,9.5
SHAHRE-KORD,20/01/2011,-2.5,6.8,-11.8,0.0,1023.4 Hpa,-,0,1/8,5,9.2
SHAHRE-KORD,19/01/2011,-1.1,10.0,-12.2,0.0,1021.7 Hpa,336º(NW),4,2/8,6,8.4
SHAHRE-KORD,18/01/2011,-9.2,0.8,-19.2,0.0,1029.0 Hpa,335º(NW),4,0/8,8,8.5
SHAHRE-KORD,17/01/2011,-6.9,3.4,-17.2,0.0,1029.7 Hpa,300º(NW),1,0/8,-,8.7
SHAHRE-KORD,16/01/2011,1.3,3.6,-1.0,0.0,1017.1 Hpa,245º(SW),20,2/8,10,9.2
SHAHRE-KORD,15/01/2011,-2.5,2.0,-7.0,19.0,1016.6 Hpa,285º(W),5,6/8,-,8.7
SHAHRE-KORD,14/01/2011,-3.6,4.8,-12.0,0.0,1026.1 Hpa,-,0,3/8,-,0.0
SHAHRE-KORD,13/01/2011,-3.6,0.6,-7.8,Tr,1026.1 Hpa,296º(NW),3,2/8,-,8.3
SHAHRE-KORD,12/01/2011,-4.5,1.8,-10.8,0.0,1021.9 Hpa,307º(NW),9,1/8,1,7.2
SHAHRE-KORD,11/01/2011,-3.5,4.0,-11.0,0.0,1023.5 Hpa,310º(NW),3,1/8,2,9.2
SHAHRE-KORD,10/01/2011,0.0,5.2,-5.2,0.0,1018.9 Hpa,296º(NW),5,2/8,3,9.4
SHAHRE-KORD,09/01/2011,4.7,8.6,0.8,4.0,1014.3 Hpa,193º(S),9,6/8,-,8.6
SHAHRE-KORD,08/01/2011,1.0,10.4,-8.4,2.2,1021.0 Hpa,258º(W),5,4/8,-,3.1
SHAHRE-KORD,07/01/2011,0.3,9.8,-9.2,0.0,1025.9 Hpa,320º(NW),1,1/8,-,5.6
SHAHRE-KORD,06/01/2011,6.7,11.2,2.2,0.0,1018.3 Hpa,251º(W),8,3/8,-,8.7
SHAHRE-KORD,05/01/2011,5.8,9.0,2.6,0.4,1017.0 Hpa,230º(SW),11,4/8,-,8.4
SHAHRE-KORD,04/01/2011,-0.4,13.0,-13.8,0.0,1024.1 Hpa,190º(S),2,2/8,-,2.2
SHAHRE-KORD,03/01/2011,-0.7,10.6,-12.0,0.0,1023.5 Hpa,210º(SW),1,0/8,-,8.4
SHAHRE-KORD,02/01/2011,0.5,10.0,-9.0,0.0,1020.5 Hpa,271º(W),6,0/8,-,9.2
SHAHRE-KORD,01/01/2011,4.5,9.8,-0.8,0.0,1016.5 Hpa,226º(SW),11,2/8,-,9.2
SHAHRUD,31/01/2011,5.5,8.8,2.2,0.1,1012.3 Hpa,202º(S),8,8/8,-,0.6
SHAHRUD,30/01/2011,3.9,7.0,0.8,2.0,1016.3 Hpa,29º(NE),2,5/8,-,1.5
SHAHRUD,29/01/2011,3.9,8.2,-0.4,0.0,1017.1 Hpa,280º(W),5,4/8,-,1.2
SHAHRUD,28/01/2011,4.4,8.8,0.0,0.0,1019.4 Hpa,350º(N),2,3/8,-,2.3
SHAHRUD,27/01/2011,5.7,10.2,1.2,0.0,1019.0 Hpa,330º(NW),4,4/8,-,3.5
SHAHRUD,26/01/2011,1.7,7.4,-4.0,0.0,1021.4 Hpa,240º(SW),5,3/8,-,6.4
SHAHRUD,25/01/2011,0.5,4.8,-3.8,0.0,1024.6 Hpa,161º(S),3,4/8,-,7.6
SHAHRUD,24/01/2011,0.2,4.6,-4.2,0.0,1026.4 Hpa,254º(W),4,1/8,-,5.0
SHAHRUD,23/01/2011,0.4,4.2,-3.4,0.0,1028.2 Hpa,312º(NW),4,0/8,-,7.7
SHAHRUD,22/01/2011,0.2,4.6,-4.2,0.0,1028.3 Hpa,16º(N),7,1/8,-,9.2
SHAHRUD,21/01/2011,-0.1,5.2,-5.4,0.0,1027.4 Hpa,303º(NW),3,0/8,-,7.9
SHAHRUD,20/01/2011,0.0,4.0,-4.0,0.0,1023.7 Hpa,265º(W),4,0/8,1,8.4
SHAHRUD,19/01/2011,-0.3,3.2,-3.8,0.0,1020.3 Hpa,180º(S),2,3/8,1,9.4
SHAHRUD,18/01/2011,0.3,3.2,-2.6,0.0,1023.6 Hpa,163º(S),3,7/8,1,3.4
SHAHRUD,17/01/2011,0.9,6.0,-4.2,0.0,1024.6 Hpa,-,0,4/8,3,2.3
SHAHRUD,16/01/2011,-0.5,1.2,-2.2,4.0,1018.6 Hpa,210º(SW),3,7/8,7,8.6
SHAHRUD,15/01/2011,-2.3,3.8,-8.4,3.0,1023.0 Hpa,338º(N),5,5/8,1,0.0
SHAHRUD,14/01/2011,-3.6,0.4,-7.6,0.0,1026.3 Hpa,186º(S),3,1/8,1,5.6
SHAHRUD,13/01/2011,-1.2,2.8,-5.2,0.0,1026.7 Hpa,333º(NW),5,1/8,2,9.2
SHAHRUD,12/01/2011,-1.3,4.0,-6.6,0.0,1024.8 Hpa,276º(W),4,3/8,3,9.3
SHAHRUD,11/01/2011,-1.2,5.0,-7.4,0.0,1025.6 Hpa,74º(E),2,3/8,5,7.1
SHAHRUD,10/01/2011,1.2,2.4,0.0,9.0,1018.6 Hpa,36º(NE),5,6/8,8,7.6
SHAHRUD,09/01/2011,2.7,7.0,-1.6,0.0,1022.2 Hpa,21º(N),6,5/8,-,0.0
SHAHRUD,08/01/2011,5.1,7.6,2.6,0.0,1024.9 Hpa,41º(NE),7,4/8,-,1.0
SHAHRUD,07/01/2011,4.6,10.4,-1.2,0.0,1027.1 Hpa,43º(NE),5,1/8,-,1.0
SHAHRUD,06/01/2011,5.6,9.8,1.4,0.0,1022.7 Hpa,58º(NE),9,3/8,-,9.1
SHAHRUD,05/01/2011,4.9,9.8,0.0,0.3,1019.4 Hpa,3º(N),5,5/8,-,7.6
SHAHRUD,04/01/2011,2.3,7.0,-2.4,0.0,1022.4 Hpa,239º(SW),5,1/8,-,7.0
SHAHRUD,03/01/2011,3.6,8.8,-1.6,0.0,1021.8 Hpa,20º(N),1,0/8,-,8.8
SHAHRUD,02/01/2011,3.9,10.0,-2.2,0.0,1019.8 Hpa,35º(NE),9,0/8,-,8.7
SHAHRUD,01/01/2011,2.7,8.8,-3.4,0.0,1017.9 Hpa,345º(N),9,2/8,-,8.5
SHIRAZ,31/01/2011,7.7,9.6,5.8,27.4,1015.1 Hpa,105º(E),5,7/8,-,0.6
SHIRAZ,30/01/2011,6.1,12.2,0.0,9.5,1016.5 Hpa,140º(SE),4,5/8,-,0.0
SHIRAZ,29/01/2011,6.6,14.4,-1.2,0.0,1016.6 Hpa,287º(W),4,1/8,-,2.6
SHIRAZ,28/01/2011,10.2,14.0,6.4,7.0,1017.6 Hpa,283º(W),5,4/8,-,9.4
SHIRAZ,27/01/2011,9.2,12.7,5.6,7.4,1019.3 Hpa,144º(SE),6,7/8,-,7.0
SHIRAZ,26/01/2011,5.6,8.4,2.8,2.3,1020.4 Hpa,136º(SE),5,7/8,-,2.4
SHIRAZ,25/01/2011,4.9,13.0,-3.2,0.0,1022.0 Hpa,180º(S),3,1/8,-,0.0
SHIRAZ,24/01/2011,6.6,12.4,0.8,0.0,1022.0 Hpa,52º(NE),6,0/8,-,8.5
SHIRAZ,23/01/2011,6.4,12.8,0.0,0.0,1020.9 Hpa,294º(NW),5,0/8,-,9.8
SHIRAZ,22/01/2011,5.8,12.4,-0.8,0.0,1020.1 Hpa,-,0,1/8,-,9.2
SHIRAZ,21/01/2011,6.2,12.0,0.4,0.0,1019.5 Hpa,-,0,4/8,-,8.7
SHIRAZ,20/01/2011,6.1,11.6,0.6,0.0,1017.0 Hpa,191º(S),4,3/8,-,8.2
SHIRAZ,19/01/2011,7.7,10.6,4.8,12.7,1013.8 Hpa,108º(E),4,6/8,-,7.4
SHIRAZ,18/01/2011,4.2,10.4,-2.0,2.0,1018.6 Hpa,130º(SE),5,6/8,-,2.4
SHIRAZ,17/01/2011,4.5,9.4,-0.4,0.0,1020.5 Hpa,113º(SE),3,1/8,-,5.6
SHIRAZ,16/01/2011,6.6,7.4,5.8,6.0,1016.6 Hpa,199º(S),2,6/8,-,6.0
SHIRAZ,15/01/2011,4.6,7.4,1.8,6.0,1016.6 Hpa,110º(E),8,8/8,-,0.0
SHIRAZ,14/01/2011,3.3,11.4,-4.8,0.0,1020.7 Hpa,190º(S),1,5/8,-,0.0
SHIRAZ,13/01/2011,2.9,10.2,-4.4,0.0,1019.1 Hpa,119º(SE),1,1/8,-,8.1
SHIRAZ,12/01/2011,5.2,12.2,-1.8,0.0,1015.5 Hpa,282º(W),10,0/8,-,9.0
SHIRAZ,11/01/2011,5.0,12.6,-2.6,0.0,1017.3 Hpa,0º(N),6,0/8,-,-
SHIRAZ,10/01/2011,9.9,14.0,5.8,0.4,1014.5 Hpa,279º(W),12,2/8,-,8.9
SHIRAZ,09/01/2011,12.0,19.6,4.4,4.8,1013.4 Hpa,201º(S),11,5/8,-,9.4
SHIRAZ,08/01/2011,9.8,17.0,2.6,0.0,1016.7 Hpa,336º(NW),3,5/8,-,-
SHIRAZ,07/01/2011,10.1,18.8,1.4,0.0,1018.3 Hpa,100º(E),5,1/8,-,5.0
SHIRAZ,06/01/2011,12.2,18.6,5.8,0.0,1016.3 Hpa,212º(SW),7,3/8,-,9.3
SHIRAZ,05/01/2011,7.5,17.3,-2.2,0.0,1017.9 Hpa,-,0,2/8,-,7.7
SHIRAZ,04/01/2011,6.9,17.0,-3.2,0.0,1020.0 Hpa,143º(SE),3,1/8,-,9.7
SHIRAZ,03/01/2011,7.2,17.4,-3.0,0.0,1018.2 Hpa,84º(E),3,0/8,-,9.0
SHIRAZ,02/01/2011,7.2,15.6,-1.2,0.0,1017.2 Hpa,261º(W),3,1/8,-,9.5
SHIRAZ,01/01/2011,8.0,16.0,0.0,0.0,1016.8 Hpa,320º(NW),6,1/8,-,9.5
SIRI ISLAND,31/01/2011,22.6,24.2,21.0,0.0,1013.2 Hpa,86º(E),40,4/8,-,-
SIRI ISLAND,30/01/2011,20.6,24.0,17.2,0.0,1014.8 Hpa,111º(E),11,0/8,-,-
SIRI ISLAND,29/01/2011,21.0,23.0,19.0,0.0,1015.7 Hpa,314º(NW),19,1/8,-,-
SIRI ISLAND,28/01/2011,19.6,23.2,16.0,31.0,1018.2 Hpa,40º(NE),25,5/8,-,-
SIRI ISLAND,27/01/2011,22.9,24.6,21.2,0.0,1019.3 Hpa,113º(SE),24,5/8,-,-
SIRI ISLAND,26/01/2011,20.4,24.0,16.8,0.0,1018.7 Hpa,59º(NE),22,2/8,-,-
SIRI ISLAND,25/01/2011,21.2,25.0,17.4,0.0,1019.3 Hpa,119º(SE),9,0/8,-,-
SIRI ISLAND,24/01/2011,22.1,24.2,20.0,0.0,1020.2 Hpa,298º(NW),28,0/8,185,-
SIRI ISLAND,23/01/2011,21.6,24.8,18.4,0.0,1019.8 Hpa,304º(NW),14,2/8,-,-
SIRI ISLAND,22/01/2011,21.3,24.0,18.6,0.0,1019.0 Hpa,20º(N),10,4/8,-,-
SIRI ISLAND,21/01/2011,20.6,21.8,19.4,Tr,1017.8 Hpa,277º(W),19,7/8,-,-
SIRI ISLAND,20/01/2011,20.8,22.6,19.0,0.0,1015.9 Hpa,6º(N),9,3/8,-,-
SIRI ISLAND,19/01/2011,20.9,22.4,19.4,0.1,1013.1 Hpa,82º(E),31,8/8,-,-
SIRI ISLAND,18/01/2011,21.5,22.2,20.8,0.0,1015.8 Hpa,54º(NE),24,8/8,-,-
SIRI ISLAND,17/01/2011,22.4,24.0,20.8,0.0,1015.3 Hpa,296º(NW),18,5/8,-,-
SIRI ISLAND,16/01/2011,22.7,24.0,21.4,0.0,1015.6 Hpa,202º(S),26,1/8,-,-
SIRI ISLAND,15/01/2011,21.9,23.6,20.2,0.0,1016.2 Hpa,111º(E),25,2/8,-,-
SIRI ISLAND,14/01/2011,18.6,22.0,15.2,0.0,1016.9 Hpa,81º(E),30,2/8,-,-
SIRI ISLAND,13/01/2011,19.9,21.4,18.4,0.0,1015.5 Hpa,296º(NW),36,1/8,-,-
SIRI ISLAND,12/01/2011,20.7,22.0,19.4,0.0,1015.6 Hpa,291º(W),33,2/8,-,-
SIRI ISLAND,11/01/2011,21.6,23.0,20.2,0.0,1016.3 Hpa,291º(W),30,2/8,-,-
SIRI ISLAND,10/01/2011,24.2,26.2,22.2,0.0,1016.0 Hpa,302º(NW),22,1/8,-,-
SIRI ISLAND,09/01/2011,24.8,26.6,23.0,0.0,1014.3 Hpa,117º(SE),15,0/8,-,-
SIRI ISLAND,08/01/2011,22.7,25.0,20.4,0.0,1015.4 Hpa,69º(E),17,0/8,-,-
SIRI ISLAND,07/01/2011,22.4,25.4,19.4,0.0,1016.8 Hpa,320º(NW),9,1/8,-,-
SIRI ISLAND,06/01/2011,22.1,26.0,18.2,0.0,1016.4 Hpa,41º(NE),8,2/8,-,-
SIRI ISLAND,05/01/2011,21.1,24.2,18.0,0.0,1015.9 Hpa,70º(E),2,3/8,-,6.4
SIRI ISLAND,04/01/2011,21.8,24.2,19.4,0.0,1016.3 Hpa,157º(SE),12,2/8,-,-
SIRI ISLAND,03/01/2011,23.4,25.4,21.4,0.0,1015.5 Hpa,293º(NW),22,0/8,-,-
SIRI ISLAND,02/01/2011,23.8,25.5,22.0,0.0,1015.2 Hpa,280º(W),20,2/8,-,-
SIRI ISLAND,01/01/2011,21.4,25.0,17.8,0.0,1015.6 Hpa,315º(NW),16,1/8,-,-
SIRJAN,31/01/2011,5.1,7.0,3.2,22.8,1016.4 Hpa,122º(SE),18,8/8,-,0.0
SIRJAN,30/01/2011,10.7,16.0,5.4,2.0,1013.1 Hpa,164º(S),14,5/8,-,0.0
SIRJAN,29/01/2011,7.6,17.2,-2.0,0.0,1015.4 Hpa,130º(SE),8,2/8,-,5.8
SIRJAN,28/01/2011,10.8,14.6,7.0,0.0,1015.5 Hpa,194º(S),7,4/8,-,9.6
SIRJAN,27/01/2011,10.3,12.8,7.8,1.3,1017.4 Hpa,148º(SE),16,7/8,-,3.0
SIRJAN,26/01/2011,9.0,13.4,4.6,0.0,1019.0 Hpa,136º(SE),18,6/8,-,1.0
SIRJAN,25/01/2011,4.4,13.8,-5.0,0.0,1022.0 Hpa,134º(SE),7,1/8,-,4.6
SIRJAN,24/01/2011,7.0,11.0,3.0,0.0,1020.4 Hpa,285º(W),5,2/8,-,9.6
SIRJAN,23/01/2011,5.5,12.0,-1.0,0.0,1020.0 Hpa,161º(S),7,3/8,-,8.8
SIRJAN,22/01/2011,4.9,12.0,-2.2,0.0,1020.4 Hpa,166º(S),5,1/8,-,8.0
SIRJAN,21/01/2011,5.7,12.0,-0.6,0.0,1018.8 Hpa,315º(NW),6,2/8,-,8.5
SIRJAN,20/01/2011,7.1,12.0,2.2,0.0,1015.2 Hpa,181º(S),9,1/8,-,8.8
SIRJAN,19/01/2011,6.4,8.8,4.0,8.0,1012.4 Hpa,132º(SE),5,6/8,-,9.5
SIRJAN,18/01/2011,1.8,8.0,-4.4,2.0,1016.7 Hpa,148º(SE),10,6/8,170,0.8
SIRJAN,17/01/2011,4.6,11.4,-2.2,0.0,1018.3 Hpa,360º(N),2,1/8,-,4.0
SIRJAN,16/01/2011,8.2,10.4,6.0,1.0,1014.1 Hpa,190º(S),17,6/8,-,8.3
SIRJAN,15/01/2011,5.9,11.4,0.4,0.0,1015.9 Hpa,127º(SE),19,6/8,-,0.0
SIRJAN,14/01/2011,0.4,9.8,-9.0,0.0,1023.4 Hpa,-,0,3/8,-,0.0
SIRJAN,13/01/2011,-1.1,5.8,-8.0,0.0,1021.1 Hpa,300º(NW),7,0/8,-,9.4
SIRJAN,12/01/2011,6.1,11.2,1.0,0.0,1014.5 Hpa,199º(S),7,0/8,-,8.9
SIRJAN,11/01/2011,7.5,14.0,1.0,0.0,1013.9 Hpa,131º(SE),13,0/8,-,9.4
SIRJAN,10/01/2011,11.0,14.6,7.4,0.0,1011.9 Hpa,185º(S),16,2/8,-,9.4
SIRJAN,09/01/2011,10.6,18.2,3.0,0.0,1012.1 Hpa,163º(S),19,5/8,-,7.0
SIRJAN,08/01/2011,7.1,17.2,-3.0,0.0,1018.0 Hpa,300º(NW),5,2/8,-,7.0
SIRJAN,07/01/2011,6.5,14.4,-1.4,0.0,1020.4 Hpa,284º(W),7,0/8,-,8.5
SIRJAN,06/01/2011,8.4,18.8,-2.0,0.0,1016.9 Hpa,213º(SW),5,2/8,-,9.3
SIRJAN,05/01/2011,6.2,17.8,-5.4,0.0,1018.4 Hpa,180º(S),3,1/8,-,9.7
SIRJAN,04/01/2011,5.2,17.8,-7.4,0.0,1020.5 Hpa,44º(NE),2,1/8,-,9.3
SIRJAN,03/01/2011,5.1,16.0,-5.8,0.0,1019.1 Hpa,315º(NW),2,1/8,-,9.4
SIRJAN,02/01/2011,4.0,15.0,-7.0,0.0,1018.5 Hpa,-,0,0/8,-,7.8
SIRJAN,01/01/2011,7.0,16.6,-2.6,0.0,1016.0 Hpa,150º(SE),1,1/8,-,9.3
TABAS,31/01/2011,11.9,17.2,6.7,0.2,1010.7 Hpa,162º(S),5,5/8,-,0.0
TABAS,30/01/2011,14.0,20.4,7.6,0.0,1013.4 Hpa,110º(E),2,3/8,-,-
TABAS,29/01/2011,12.0,18.6,5.4,0.0,1015.6 Hpa,155º(SE),2,3/8,-,5.3
TABAS,28/01/2011,11.9,17.6,6.2,0.0,1017.3 Hpa,6º(N),5,3/8,-,8.8
TABAS,27/01/2011,10.7,13.4,8.0,0.2,1018.0 Hpa,33º(NE),5,5/8,-,6.1
TABAS,26/01/2011,9.4,16.0,2.8,0.0,1019.2 Hpa,100º(E),2,2/8,-,0.0
TABAS,25/01/2011,8.9,16.0,1.9,0.0,1022.5 Hpa,29º(NE),2,1/8,-,7.7
TABAS,24/01/2011,9.8,15.2,4.4,0.0,1023.1 Hpa,292º(W),5,0/8,-,9.5
TABAS,23/01/2011,9.1,15.0,3.2,0.0,1024.1 Hpa,170º(S),1,0/8,-,9.3
TABAS,22/01/2011,8.4,14.4,2.4,0.0,1024.2 Hpa,70º(E),1,0/8,-,9.2
TABAS,21/01/2011,8.7,15.6,1.8,0.0,1023.5 Hpa,55º(NE),4,1/8,-,9.3
TABAS,20/01/2011,8.7,13.4,4.0,0.0,1019.4 Hpa,270º(W),4,0/8,-,9.2
TABAS,19/01/2011,8.1,14.4,1.8,0.0,1015.7 Hpa,119º(SE),3,5/8,-,9.2
TABAS,18/01/2011,6.6,12.6,0.6,0.0,1021.3 Hpa,9º(N),2,0/8,-,7.7
TABAS,17/01/2011,6.6,11.6,1.6,0.0,1022.6 Hpa,-,0,1/8,-,9.5
TABAS,16/01/2011,9.9,14.7,5.2,0.0,1014.4 Hpa,300º(NW),4,4/8,-,9.2
TABAS,15/01/2011,3.7,8.4,-1.0,0.0,1020.4 Hpa,330º(NW),1,5/8,-,7.1
TABAS,14/01/2011,4.5,9.8,-0.8,0.0,1024.7 Hpa,123º(SE),4,0/8,-,5.1
TABAS,13/01/2011,5.0,8.4,1.5,0.0,1024.4 Hpa,6º(N),10,1/8,-,9.5
TABAS,12/01/2011,5.8,10.4,1.2,0.0,1019.7 Hpa,326º(NW),9,2/8,-,9.5
TABAS,11/01/2011,6.0,10.9,1.2,0.0,1021.9 Hpa,341º(N),5,1/8,-,5.8
TABAS,10/01/2011,7.5,9.4,5.6,6.0,1017.2 Hpa,275º(W),2,5/8,-,9.2
TABAS,09/01/2011,6.8,9.0,4.6,3.6,1020.2 Hpa,260º(W),2,7/8,-,1.7
TABAS,08/01/2011,9.0,15.6,2.4,0.0,1024.6 Hpa,9º(N),2,0/8,-,0.0
TABAS,07/01/2011,10.7,15.9,5.4,0.0,1023.4 Hpa,333º(NW),9,0/8,-,9.3
TABAS,06/01/2011,11.7,15.8,7.6,0.4,1019.4 Hpa,320º(NW),6,4/8,-,9.3
TABAS,05/01/2011,8.1,14.5,1.7,0.0,1018.5 Hpa,280º(W),2,4/8,-,2.4
TABAS,04/01/2011,9.2,15.6,2.8,0.0,1021.2 Hpa,70º(E),1,1/8,-,4.8
TABAS,03/01/2011,10.6,16.9,4.3,0.0,1019.0 Hpa,65º(NE),6,1/8,-,9.2
TABAS,02/01/2011,10.7,18.5,2.8,0.0,1017.0 Hpa,96º(E),3,1/8,-,9.0
TABAS,01/01/2011,7.9,14.4,1.4,0.0,1017.4 Hpa,59º(NE),2,1/8,-,9.3
TABRIZ,31/01/2011,6.4,10.4,2.4,4.3,1006.1 Hpa,323º(NW),13,7/8,-,6.2
TABRIZ,30/01/2011,5.8,11.0,0.6,2.0,1010.5 Hpa,40º(NE),7,6/8,-,2.8
TABRIZ,29/01/2011,6.4,10.2,2.6,0.4,1013.1 Hpa,351º(N),10,7/8,-,4.2
